Emissao_CO2,Classificacao_Emissao,Consumo,Classificacao_consumo,Tipo_edificio,Estado_edificio,Ano_construcao,Superficie_m2,Municipio,Provincia,Classificacao
70.45,C,304.97,E,Edificio completo,Existente,1993,388.92,HUESCA,HUESCA,CE
54.81,E,213.21,E,Vivienda individual,Existente,1970,54.05,HUESCA,HUESCA,EE
42.94,E,162.11,E,Vivienda individual,Existente,2004,64,HUESCA,HUESCA,EE
70.11,E,270.17,E,Vivienda individual,Existente,1974,87,HUESCA,HUESCA,EE
41.02,E,196.56,E,Vivienda individual,Existente,1999,42,HUESCA,HUESCA,EE
65.28,E,321.75,E,Vivienda individual,Existente,2005,58.43,HUESCA,HUESCA,EE
58.42,E,219.97,E,Vivienda individual,Existente,1979,80.7,HUESCA,HUESCA,EE
44.02,E,214.63,E,Vivienda individual,Existente,1996,104.69,HUESCA,HUESCA,EE
103.2,G,488.9,G,Vivienda individual,Existente,1970,71.84,HUESCA,HUESCA,GG
71.3,F,339,G,Bloque completo,Existente,1910,717,HUESCA,HUESCA,FG
71.3,F,339,G,Bloque completo,Existente,1910,717,HUESCA,HUESCA,FG
71.3,F,339,G,Bloque completo,Existente,1910,717,HUESCA,HUESCA,FG
58.8,E,280.6,E,Vivienda individual,Existente,1932,52,HUESCA,HUESCA,EE
51.6,E,245.5,E,Vivienda individual,Existente,2006,82.63,HUESCA,HUESCA,EE
92.4,G,437.8,G,Vivienda individual,Existente,1957,56.72,HUESCA,HUESCA,GG
73,F,278,E,Vivienda individual,Existente,1975,84,HUESCA,HUESCA,FE
42.1,E,213.6,F,Local,Existente,1984,83.11,HUESCA,HUESCA,EF
60,E,291.2,E,Unifamiliar,Existente,1950,135.89,HUESCA,HUESCA,EE
59.5,E,281,E,Vivienda individual,Existente,1961,72.06,HUESCA,HUESCA,EE
22.2,C,104,C,Unifamiliar,Existente,1943,140.8,HUESCA,HUESCA,CC
50.4,E,238.1,E,Vivienda individual,Existente,1974,75.14,HUESCA,HUESCA,EE
51.9,E,254.4,E,Vivienda individual,Existente,1997,56,HUESCA,HUESCA,EE
54.4,E,257,E,Vivienda individual,Existente,1985,84.4,HUESCA,HUESCA,EE
21.68,D,103.92,D,Vivienda individual,Existente,1970,60,HUESCA,HUESCA,DD
55.4,E,2120,E,Vivienda individual,Existente,1976,107.38,HUESCA,HUESCA,EE
89.2,G,339.7,G,Vivienda individual,Existente,1980,108.27,HUESCA,HUESCA,GG
33.5,E,159.4,E,Vivienda individual,Existente,2001,78,HUESCA,HUESCA,EE
76.1,G,360.1,G,Vivienda individual,Existente,1970,51.86,HUESCA,HUESCA,GG
84.78,F,418.59,G,Vivienda individual,Existente,1993,53.86,HUESCA,HUESCA,FG
22.84,D,112.6,D,Vivienda individual,Existente,1970,65.4,HUESCA,HUESCA,DD
59.88,E,226.68,E,Vivienda individual,Existente,1984,90,HUESCA,HUESCA,EE
52.55,E,256.35,E,Vivienda individual,Existente,1999,87,HUESCA,HUESCA,EE
40.43,E,152.81,E,Vivienda individual,Existente,1976,90.88,HUESCA,HUESCA,EE
197.78,F,795.39,F,Local,Existente,1984,53,HUESCA,HUESCA,FF
82.68,F,408.19,G,Vivienda individual,Existente,1992,51,HUESCA,HUESCA,FG
52.05,E,196.4,E,Vivienda individual,Existente,1980,226.09,HUESCA,HUESCA,EE
30.84,D,150.07,E,Vivienda individual,Existente,1995,80,HUESCA,HUESCA,DE
119.54,G,569.55,G,Vivienda individual,Existente,1888,80.74,HUESCA,HUESCA,GG
72.29,E,355.18,F,Vivienda individual,Existente,1987,77.4,HUESCA,HUESCA,EF
14.85,C,68.16,C,Vivienda individual,Existente,2005,95,HUESCA,HUESCA,CC
171.01,G,687.73,G,Vivienda individual,Existente,1969,50,HUESCA,HUESCA,GG
55.06,E,270.53,E,Vivienda individual,Existente,1980,72.23,HUESCA,HUESCA,EE
36.15,E,175.84,D,Vivienda individual,Existente,1990,87.99,HUESCA,HUESCA,ED
66.59,G,250.98,E,Vivienda individual,Existente,1980,83.86,HUESCA,HUESCA,GE
99.12,E,393.31,F,Local,Existente,1970,75,HUESCA,HUESCA,EF
80.23,F,391.85,G,Vivienda individual,Existente,1963,39.78,HUESCA,HUESCA,FG
104.88,G,407.01,G,Vivienda individual,Existente,1963,42.25,HUESCA,HUESCA,GG
60.83,E,299.88,E,Vivienda individual,Existente,1970,80.37,HUESCA,HUESCA,EE
34.88,E,167.81,E,Vivienda individual,Existente,2001,37.68,HUESCA,HUESCA,EE
41.37,E,204.38,E,Vivienda individual,Existente,2000,76.82,HUESCA,HUESCA,EE
70.65,E,344.97,F,Vivienda individual,Existente,1965,53,HUESCA,HUESCA,EF
42.87,E,161.97,E,Vivienda individual,Existente,1979,116,HUESCA,HUESCA,EE
65.88,E,325,E,Vivienda individual,Existente,1963,62.25,HUESCA,HUESCA,EE
47.12,E,221.52,E,Vivienda individual,Existente,1994,51.57,HUESCA,HUESCA,EE
52.09,E,257.33,E,Vivienda individual,Existente,1910,88,HUESCA,HUESCA,EE
53.86,E,263.47,E,Vivienda individual,Existente,1991,56.7,HUESCA,HUESCA,EE
186.08,G,751.91,G,Unifamiliar,Existente,1950,105,HUESCA,HUESCA,GG
68.25,E,262.54,E,Vivienda individual,Existente,1992,54.16,HUESCA,HUESCA,EE
29.09,D,138.9,D,Vivienda individual,Existente,1990,92.76,HUESCA,HUESCA,DD
39.66,E,193.01,E,Vivienda individual,Existente,2010,61.72,HUESCA,HUESCA,EE
30.93,D,151.8,E,Vivienda individual,Existente,1988,102,HUESCA,HUESCA,DE
47.41,E,179.79,E,Vivienda individual,Existente,1982,85.45,HUESCA,HUESCA,EE
37.8,E,185.02,E,Vivienda individual,Existente,1963,83.02,HUESCA,HUESCA,EE
54.25,E,264.87,E,Vivienda individual,Existente,1973,56.25,HUESCA,HUESCA,EE
57.27,E,282.52,E,Vivienda individual,Existente,1963,83.02,HUESCA,HUESCA,EE
54.63,E,269.25,E,Vivienda individual,Existente,1946,132,HUESCA,HUESCA,EE
40.9,C,237.6,C,Local,Existente,1992,37.84,HUESCA,HUESCA,CC
53.41,E,255.71,E,Vivienda individual,Existente,2000,56,HUESCA,HUESCA,EE
128.22,G,513.4,G,Vivienda individual,Existente,1969,75,HUESCA,HUESCA,GG
56.87,E,281.08,E,Vivienda individual,Existente,2005,61.59,HUESCA,HUESCA,EE
47.84,E,236.36,E,Vivienda individual,Existente,2005,70.59,HUESCA,HUESCA,EE
44.39,E,215.01,E,Vivienda individual,Existente,1967,87.5,HUESCA,HUESCA,EE
70.24,E,346.43,F,Vivienda individual,Existente,2005,89.99,HUESCA,HUESCA,EF
38.12,E,186.45,E,Vivienda individual,Existente,1977,105,HUESCA,HUESCA,EE
48,E,204.1,E,Vivienda individual,Existente,1971,58.8,HUESCA,HUESCA,EE
179.22,G,720.73,G,Vivienda individual,Existente,1994,54.3,HUESCA,HUESCA,GG
70.53,E,347.11,F,Vivienda individual,Existente,1984,84,HUESCA,HUESCA,EF
73.69,E,364.34,F,Vivienda individual,Existente,1996,70.48,HUESCA,HUESCA,EF
55.19,E,272.75,E,Vivienda individual,Existente,1960,77.32,HUESCA,HUESCA,EE
37.59,E,182.24,E,Vivienda individual,Existente,2007,53.28,HUESCA,HUESCA,EE
30.28,D,45.82,E,Vivienda individual,Existente,2004,191.4,HUESCA,HUESCA,DE
65.46,D,246.74,D,Local,Existente,2004,25.28,HUESCA,HUESCA,DD
57.3,E,280.45,E,Vivienda individual,Existente,1968,73.7,HUESCA,HUESCA,EE
80.88,F,309.05,E,Vivienda individual,Existente,1974,69.76,HUESCA,HUESCA,FE
104.08,G,511.29,G,Vivienda individual,Existente,1969,60,HUESCA,HUESCA,GG
42.86,E,209.3,E,Vivienda individual,Existente,2002,47,HUESCA,HUESCA,EE
43.89,E,216.6,E,Vivienda individual,Existente,2008,62.94,HUESCA,HUESCA,EE
99.21,D,398.97,D,Local,Existente,2003,68.64,HUESCA,HUESCA,DD
82.35,F,404.32,G,Vivienda individual,Existente,1990,117.26,HUESCA,HUESCA,FG
48.01,E,235.81,E,Vivienda individual,Existente,2006,70,HUESCA,HUESCA,EE
22.04,D,104.99,D,Vivienda individual,Existente,1991,130.46,HUESCA,HUESCA,DD
45.5,E,111.4,E,Vivienda individual,Existente,2005,87.15,HUESCA,HUESCA,EE
55,E,260.8,E,Vivienda individual,Existente,1968,68,HUESCA,HUESCA,EE
74.5,G,189.8,G,Vivienda individual,Existente,1969,53.53,HUESCA,HUESCA,GG
63.41,E,308.76,E,Vivienda individual,Existente,1970,59,HUESCA,HUESCA,EE
51.3,E,243.1,E,Vivienda individual,Existente,2004,60.83,HUESCA,HUESCA,EE
93.95,D,359.61,D,Local,Existente,1965,30.94,HUESCA,HUESCA,DD
74.99,E,368.79,F,Vivienda individual,Existente,1971,70,HUESCA,HUESCA,EF
58.4,E,276.5,E,Vivienda individual,Existente,2004,98,HUESCA,HUESCA,EE
55.8,E,264.4,E,Vivienda individual,Existente,1968,49.44,HUESCA,HUESCA,EE
87.78,F,388.32,G,Vivienda individual,Existente,1981,73.11,HUESCA,HUESCA,FG
30.68,D,150.69,E,Vivienda individual,Existente,1888,65.29,HUESCA,HUESCA,DE
32.5,E,153.5,E,Vivienda individual,Existente,1900,38.54,HUESCA,HUESCA,EE
44.11,E,166.42,E,Vivienda individual,Existente,1977,71.6,HUESCA,HUESCA,EE
68.2,F,324.5,F,Vivienda individual,Existente,2003,72,HUESCA,HUESCA,FF
40.25,E,195.92,E,Vivienda individual,Existente,1996,60,HUESCA,HUESCA,EE
113.31,G,458,G,Vivienda individual,Existente,1888,51,HUESCA,HUESCA,GG
52.73,E,202.96,E,Vivienda individual,Existente,1974,72,HUESCA,HUESCA,EE
69.44,C,274.52,C,Local,Existente,1965,287,HUESCA,HUESCA,CC
54.03,E,265.3,E,Vivienda individual,Existente,1998,75.49,HUESCA,HUESCA,EE
37.28,E,182.9,E,Vivienda individual,Existente,2003,50.66,HUESCA,HUESCA,EE
90.63,E,364.49,E,Local,Existente,1988,55.72,HUESCA,HUESCA,EE
68,F,322.3,F,Vivienda individual,Existente,1997,36.76,HUESCA,HUESCA,FF
27.91,D,134.95,C,Bloque completo,Existente,2009,3357.01,HUESCA,HUESCA,DC
27.91,D,134.95,C,Bloque completo,Existente,2009,3357.01,HUESCA,HUESCA,DC
27.91,D,134.95,C,Bloque completo,Existente,2009,3357.01,HUESCA,HUESCA,DC
27.91,D,134.95,C,Bloque completo,Existente,2009,3357.01,HUESCA,HUESCA,DC
27.91,D,134.95,C,Bloque completo,Existente,2009,3357.01,HUESCA,HUESCA,DC
27.91,D,134.95,C,Bloque completo,Existente,2009,3357.01,HUESCA,HUESCA,DC
27.91,D,134.95,C,Bloque completo,Existente,2009,3357.01,HUESCA,HUESCA,DC
27.91,D,134.95,C,Bloque completo,Existente,2009,3357.01,HUESCA,HUESCA,DC
27.91,D,134.95,C,Bloque completo,Existente,2009,3357.01,HUESCA,HUESCA,DC
27.91,D,134.95,C,Bloque completo,Existente,2009,3357.01,HUESCA,HUESCA,DC
27.91,D,134.95,C,Bloque completo,Existente,2009,3357.01,HUESCA,HUESCA,DC
27.91,D,134.95,C,Bloque completo,Existente,2009,3357.01,HUESCA,HUESCA,DC
27.91,D,134.95,C,Bloque completo,Existente,2009,3357.01,HUESCA,HUESCA,DC
27.91,D,134.95,C,Bloque completo,Existente,2009,3357.01,HUESCA,HUESCA,DC
27.91,D,134.95,C,Bloque completo,Existente,2009,3357.01,HUESCA,HUESCA,DC
57.6,E,292,F,Vivienda individual,Existente,1940,71.43,HUESCA,HUESCA,EF
27.91,D,134.95,C,Bloque completo,Existente,2009,3357.01,HUESCA,HUESCA,DC
27.91,D,134.95,C,Bloque completo,Existente,2009,3357.01,HUESCA,HUESCA,DC
27.91,D,134.95,C,Bloque completo,Existente,2009,3357.01,HUESCA,HUESCA,DC
27.91,D,134.95,C,Bloque completo,Existente,2009,3357.01,HUESCA,HUESCA,DC
27.91,D,134.95,C,Bloque completo,Existente,2009,3357.01,HUESCA,HUESCA,DC
27.91,D,134.95,C,Bloque completo,Existente,2009,3357.01,HUESCA,HUESCA,DC
27.91,D,134.95,C,Bloque completo,Existente,2009,3357.01,HUESCA,HUESCA,DC
27.91,D,134.95,C,Bloque completo,Existente,2009,3357.01,HUESCA,HUESCA,DC
27.91,D,134.95,C,Bloque completo,Existente,2009,3357.01,HUESCA,HUESCA,DC
27.91,D,134.95,C,Bloque completo,Existente,2009,3357.01,HUESCA,HUESCA,DC
27.91,D,134.95,C,Bloque completo,Existente,2009,3357.01,HUESCA,HUESCA,DC
27.91,D,134.95,C,Bloque completo,Existente,2009,3357.01,HUESCA,HUESCA,DC
27.91,D,134.95,C,Bloque completo,Existente,2009,3357.01,HUESCA,HUESCA,DC
27.91,D,134.95,C,Bloque completo,Existente,2009,3357.01,HUESCA,HUESCA,DC
27.91,D,134.95,C,Bloque completo,Existente,2009,3357.01,HUESCA,HUESCA,DC
27.91,D,134.95,C,Bloque completo,Existente,2009,3357.01,HUESCA,HUESCA,DC
27.91,D,134.95,C,Bloque completo,Existente,2009,3357.01,HUESCA,HUESCA,DC
27.91,D,134.95,C,Bloque completo,Existente,2009,3357.01,HUESCA,HUESCA,DC
27.91,D,134.95,C,Bloque completo,Existente,2009,3357.01,HUESCA,HUESCA,DC
27.91,D,134.95,C,Bloque completo,Existente,2009,3357.01,HUESCA,HUESCA,DC
27.91,D,134.95,C,Bloque completo,Existente,2009,3357.01,HUESCA,HUESCA,DC
27.91,D,134.95,C,Bloque completo,Existente,2009,3357.01,HUESCA,HUESCA,DC
27.91,D,134.95,C,Bloque completo,Existente,2009,3357.01,HUESCA,HUESCA,DC
134.4,G,635.9,G,Vivienda individual,Existente,1970,64,HUESCA,HUESCA,GG
40.55,E,193.65,E,Vivienda individual,Existente,2004,84,HUESCA,HUESCA,EE
59.45,E,293.85,E,Vivienda individual,Existente,1973,78.87,HUESCA,HUESCA,EE
79.79,F,392.96,G,Vivienda individual,Existente,1963,44.9,HUESCA,HUESCA,FG
59.82,E,290.72,E,Vivienda individual,Existente,1900,58.75,HUESCA,HUESCA,EE
45.1,E,218.68,E,Vivienda individual,Existente,2000,71.23,HUESCA,HUESCA,EE
39.45,E,149.58,E,Vivienda individual,Existente,1982,78.7,HUESCA,HUESCA,EE
40.32,E,193.69,E,Vivienda individual,Existente,2004,78.31,HUESCA,HUESCA,EE
59.71,E,293.37,E,Vivienda individual,Existente,2004,45,HUESCA,HUESCA,EE
95.91,G,363.53,G,Vivienda individual,Existente,1910,55.36,HUESCA,HUESCA,GG
58.69,E,287.75,E,Vivienda individual,Existente,1977,129.8,HUESCA,HUESCA,EE
31.5,D,141.9,D,Unifamiliar,Proyecto Nueva Construcción,2015,202.58,HUESCA,HUESCA,DD
61.34,E,299.71,E,Vivienda individual,Existente,1992,56.05,HUESCA,HUESCA,EE
47.86,E,232.49,E,Vivienda individual,Existente,1995,84,HUESCA,HUESCA,EE
82.6,D,319.74,D,Edificio completo,Existente,1988,1723.95,HUESCA,HUESCA,DD
35.47,E,134.48,D,Vivienda individual,Existente,1980,93,HUESCA,HUESCA,ED
39.9,E,189.4,E,Vivienda individual,Existente,1940,49.17,HUESCA,HUESCA,EE
41.13,E,189.76,E,Vivienda individual,Existente,1980,63.02,HUESCA,HUESCA,EE
48.5,E,230.1,E,Vivienda individual,Existente,1999,108,HUESCA,HUESCA,EE
45.6,C,217.4,D,Local,Existente,1983,22,HUESCA,HUESCA,CD
47.5,D,280.4,E,Local,Existente,1994,58.2,HUESCA,HUESCA,DE
54.9,E,260.2,E,Vivienda individual,Existente,1965,67.96,HUESCA,HUESCA,EE
27.91,D,134.95,C,Bloque completo,Existente,2009,3357.01,HUESCA,HUESCA,DC
27.91,D,134.95,C,Bloque completo,Existente,2009,3357.01,HUESCA,HUESCA,DC
27.91,D,134.95,C,Bloque completo,Existente,2009,3357.01,HUESCA,HUESCA,DC
27.91,D,134.95,C,Bloque completo,Existente,2009,3357.01,HUESCA,HUESCA,DC
27.91,D,134.95,C,Bloque completo,Existente,2009,3357.01,HUESCA,HUESCA,DC
27.91,D,134.95,C,Bloque completo,Existente,2009,3357.01,HUESCA,HUESCA,DC
27.91,D,134.95,C,Bloque completo,Existente,2009,3357.01,HUESCA,HUESCA,DC
77.35,F,311.06,F,Local,Existente,1963,204.54,HUESCA,HUESCA,FF
63.57,E,309.94,E,Vivienda individual,Existente,1995,53,HUESCA,HUESCA,EE
24.11,D,107.15,D,Vivienda individual,Existente,2004,79,HUESCA,HUESCA,DD
53.84,E,265.37,E,Vivienda individual,Existente,1969,58.56,HUESCA,HUESCA,EE
30.54,D,149.2,E,Vivienda individual,Existente,1971,78.43,HUESCA,HUESCA,DE
119.84,G,460.05,G,Vivienda individual,Existente,1968,42.61,HUESCA,HUESCA,GG
44.61,E,217.03,E,Vivienda individual,Existente,2004,74.98,HUESCA,HUESCA,EE
175.51,G,136.82,E,Vivienda individual,Existente,1972,68.7,HUESCA,HUESCA,GE
86.5,G,409.6,G,Vivienda individual,Existente,1962,83,HUESCA,HUESCA,GG
82.2,G,388.7,G,Vivienda individual,Existente,2005,67.8,HUESCA,HUESCA,GG
32.5,E,155.6,E,Vivienda individual,Existente,1969,76,HUESCA,HUESCA,EE
57.5,E,224.3,E,Vivienda individual,Existente,1977,93,HUESCA,HUESCA,EE
75,G,355.6,G,Vivienda individual,Existente,1962,76,HUESCA,HUESCA,GG
45.7,E,216.4,E,Vivienda individual,Existente,2007,83.69,HUESCA,HUESCA,EE
46.63,C,275.76,C,Edificio completo,Proyecto Nueva Construcción,2010,3142.84,HUESCA,HUESCA,CC
46.63,C,275.76,C,Edificio completo,Proyecto Nueva Construcción,2010,3142.84,HUESCA,HUESCA,CC
36.9,E,175.6,E,Vivienda individual,Existente,2001,57.49,HUESCA,HUESCA,EE
58.5,E,276.5,E,Vivienda individual,Existente,1985,75.68,HUESCA,HUESCA,EE
55.9,E,266.2,E,Vivienda individual,Existente,1991,64.05,HUESCA,HUESCA,EE
21.46,D,103.36,D,Vivienda individual,Existente,2010,66.5,HUESCA,HUESCA,DD
60.2,E,229.5,E,Vivienda individual,Existente,1977,96.39,HUESCA,HUESCA,EE
42.3,E,249.6,E,Vivienda individual,Existente,1991,108,HUESCA,HUESCA,EE
33.7,E,159.5,E,Vivienda individual,Existente,1985,121,HUESCA,HUESCA,EE
119.8,G,567.2,G,Vivienda individual,Existente,1957,55,HUESCA,HUESCA,GG
26.3,D,125.4,D,Vivienda individual,Existente,2008,92,HUESCA,HUESCA,DD
47.6,E,226.5,E,Vivienda individual,Existente,1994,62.04,HUESCA,HUESCA,EE
89.2,G,423.7,G,Vivienda individual,Existente,1960,50.56,HUESCA,HUESCA,GG
55.4,E,264.4,E,Vivienda individual,Existente,2004,69,HUESCA,HUESCA,EE
57.8,D,341.4,E,Local,Existente,2007,76.77,HUESCA,HUESCA,DE
36.2,D,173.1,D,Vivienda individual,Existente,2010,57,HUESCA,HUESCA,DD
36,E,174.62,E,Vivienda individual,Existente,1992,56.54,HUESCA,HUESCA,EE
277,D,1309,D,Vivienda individual,Existente,2003,66,HUESCA,HUESCA,DD
73.3,F,347.5,G,Vivienda individual,Existente,1985,72.17,HUESCA,HUESCA,FG
49.8,E,235.7,E,Vivienda individual,Existente,2000,71.5,HUESCA,HUESCA,EE
54.6,E,241.8,E,Vivienda individual,Existente,1971,67.04,HUESCA,HUESCA,EE
33.8,E,160.5,E,Vivienda individual,Existente,1995,57.51,HUESCA,HUESCA,EE
79.25,F,390.58,G,Vivienda individual,Existente,1950,91,HUESCA,HUESCA,FG
83.4,G,395.9,G,Vivienda individual,Existente,1963,42,HUESCA,HUESCA,GG
25.5,D,150.5,E,Local,Existente,1976,55,HUESCA,HUESCA,DE
68.1,F,322.8,F,Vivienda individual,Existente,1987,83.2,HUESCA,HUESCA,FF
61.7,E,292.5,E,Vivienda individual,Existente,1970,65.17,HUESCA,HUESCA,EE
83.4,G,394.6,G,Vivienda individual,Existente,1969,66,HUESCA,HUESCA,GG
61.7,E,236.5,E,Vivienda individual,Existente,1979,58.16,HUESCA,HUESCA,EE
109.5,G,518,G,Bloque completo,Existente,1888,328.52,HUESCA,HUESCA,GG
109.5,G,518,G,Bloque completo,Existente,1888,328.52,HUESCA,HUESCA,GG
109.5,G,518,G,Bloque completo,Existente,1888,328.52,HUESCA,HUESCA,GG
69.2,F,327.4,F,Vivienda individual,Existente,1980,101,HUESCA,HUESCA,FF
30.5,D,160.2,E,Vivienda individual,Existente,1970,87.55,HUESCA,HUESCA,DE
55.4,D,327,D,Local,Existente,1957,48,HUESCA,HUESCA,DD
37.8,E,223.4,G,Local,Existente,1980,85,HUESCA,HUESCA,EG
51.5,E,244.2,E,Vivienda individual,Existente,2001,54.89,HUESCA,HUESCA,EE
63.8,F,301.3,F,Vivienda individual,Existente,1964,63.67,HUESCA,HUESCA,FF
48.4,E,229.5,E,Vivienda individual,Existente,1997,90,HUESCA,HUESCA,EE
82,G,388.8,G,Vivienda individual,Existente,1977,91,HUESCA,HUESCA,GG
49.3,E,233.5,E,Vivienda individual,Existente,1980,101.02,HUESCA,HUESCA,EE
101.6,F,480.9,G,Unifamiliar,Existente,1955,51.37,HUESCA,HUESCA,FG
44.1,E,209,E,Vivienda individual,Existente,1977,85.84,HUESCA,HUESCA,EE
71.2,F,338.4,G,Vivienda individual,Existente,2002,56.79,HUESCA,HUESCA,FG
74.2,G,437.9,G,Vivienda individual,Existente,1965,33.95,HUESCA,HUESCA,GG
31.6,E,186.3,F,Vivienda individual,Existente,1997,48.81,HUESCA,HUESCA,EF
57.1,E,274.3,E,Vivienda individual,Existente,1997,61.76,HUESCA,HUESCA,EE
40.2,E,190.3,E,Vivienda individual,Existente,1985,71.63,HUESCA,HUESCA,EE
56.4,E,266.6,E,Vivienda individual,Existente,2003,53.47,HUESCA,HUESCA,EE
66.5,F,281.5,E,Vivienda individual,Existente,1971,81.03,HUESCA,HUESCA,FE
71.6,E,271.5,E,Unifamiliar,Existente,1888,180,HUESCA,HUESCA,EE
46.2,C,248.6,D,Local,Existente,1991,124.6,HUESCA,HUESCA,CD
107.5,G,408.5,G,Vivienda individual,Existente,1973,84,HUESCA,HUESCA,GG
62.8,F,402.6,G,Vivienda individual,Existente,1988,29,HUESCA,HUESCA,FG
44.9,E,212,E,Vivienda individual,Existente,1966,69.6,HUESCA,HUESCA,EE
53.3,D,281,D,Edificio completo,Existente,1994,2317.46,HUESCA,HUESCA,DD
40.9,E,155,E,Vivienda individual,Existente,1976,74.54,HUESCA,HUESCA,EE
81.5,G,383.3,G,Vivienda individual,Existente,1970,65,HUESCA,HUESCA,GG
60.6,E,286.9,F,Vivienda individual,Existente,1964,55,HUESCA,HUESCA,EF
68.6,F,405.2,G,Vivienda individual,Existente,1988,29.69,HUESCA,HUESCA,FG
65,F,308,F,Vivienda individual,Existente,1970,58.57,HUESCA,HUESCA,FF
53.9,E,255.5,E,Vivienda individual,Existente,1967,86,HUESCA,HUESCA,EE
82.1,G,388.8,G,Vivienda individual,Existente,1968,66,HUESCA,HUESCA,GG
64.9,F,306.7,F,Vivienda individual,Existente,1996,90,HUESCA,HUESCA,FF
48.3,E,228.7,E,Vivienda individual,Existente,1996,73.2,HUESCA,HUESCA,EE
24.5,D,144.7,E,Bloque completo,Existente,1997,585.5,HUESCA,HUESCA,DE
68.7,F,325.4,F,Vivienda individual,Existente,1997,94.88,HUESCA,HUESCA,FF
34.2,E,166.7,E,Vivienda individual,Existente,1999,79.5,HUESCA,HUESCA,EE
70.2,F,332.6,F,Vivienda individual,Existente,1970,51.02,HUESCA,HUESCA,FF
33.4,E,158.3,E,Vivienda individual,Existente,1999,53.28,HUESCA,HUESCA,EE
62.1,E,366.6,G,Vivienda individual,Existente,1888,92.44,HUESCA,HUESCA,EG
64.4,F,305.8,F,Vivienda individual,Existente,1910,41.65,HUESCA,HUESCA,FF
28.7,D,137.1,E,Vivienda individual,Existente,1978,81.5,HUESCA,HUESCA,DE
86.1,G,408,G,Vivienda individual,Existente,1969,66.65,HUESCA,HUESCA,GG
54.2,E,256.5,E,Vivienda individual,Existente,2003,52,HUESCA,HUESCA,EE
53.6,C,261.3,C,Local,Existente,1951,171.24,HUESCA,HUESCA,CC
45.8,E,217.4,E,Vivienda individual,Existente,1968,94,HUESCA,HUESCA,EE
46.6,E,220.2,E,Vivienda individual,Existente,1982,104.04,HUESCA,HUESCA,EE
53.7,E,254.3,E,Vivienda individual,Existente,2005,70.5,HUESCA,HUESCA,EE
14.2,C,68.5,C,Vivienda individual,Existente,1989,78.75,HUESCA,HUESCA,CC
56.4,E,215.3,E,Vivienda individual,Existente,1974,70,HUESCA,HUESCA,EE
43.6,E,206.7,E,Vivienda individual,Existente,2008,86.26,HUESCA,HUESCA,EE
32.6,E,154.7,E,Vivienda individual,Existente,1976,110.45,HUESCA,HUESCA,EE
29.8,C,165.9,C,Local,Existente,2010,240,HUESCA,HUESCA,CC
35.3,E,166.7,E,Vivienda individual,Existente,1988,105,HUESCA,HUESCA,EE
51.7,E,244.2,E,Vivienda individual,Existente,1961,50.51,HUESCA,HUESCA,EE
32,E,176.2,E,Vivienda individual,Existente,1968,51.25,HUESCA,HUESCA,EE
37.6,E,178.2,E,Vivienda individual,Existente,1987,103,HUESCA,HUESCA,EE
62.6,E,296.9,F,Vivienda individual,Existente,1959,80,HUESCA,HUESCA,EF
61.9,E,236.4,E,Vivienda individual,Existente,1976,89.92,HUESCA,HUESCA,EE
33,E,156.6,E,Vivienda individual,Existente,1984,89,HUESCA,HUESCA,EE
54.2,E,214.1,E,Vivienda individual,Existente,1979,88,HUESCA,HUESCA,EE
27.8,D,131.9,D,Vivienda individual,Existente,1999,90,HUESCA,HUESCA,DD
60.5,E,286.9,F,Vivienda individual,Existente,2008,52.54,HUESCA,HUESCA,EF
68.2,D,335.7,E,Local,Existente,1965,136.53,HUESCA,HUESCA,DE
60.9,E,288.5,F,Vivienda individual,Existente,1968,45.68,HUESCA,HUESCA,EF
52.1,E,247.2,E,Vivienda individual,Existente,1983,58.61,HUESCA,HUESCA,EE
48.8,E,231.8,E,Vivienda individual,Existente,2006,88.47,HUESCA,HUESCA,EE
61.6,E,291.9,E,Unifamiliar,Existente,1991,160,HUESCA,HUESCA,EE
50.8,E,299.9,F,Vivienda individual,Existente,1970,51,HUESCA,HUESCA,EF
52.3,E,249.8,E,Vivienda individual,Existente,2004,105.87,HUESCA,HUESCA,EE
54.8,E,259.7,E,Vivienda individual,Existente,2002,56.25,HUESCA,HUESCA,EE
41.6,E,245.4,G,Local,Existente,1971,45.07,HUESCA,HUESCA,EG
56.8,D,335.5,E,Vivienda individual,Existente,1978,72,HUESCA,HUESCA,DE
40.6,E,192.5,E,Vivienda individual,Existente,2007,77.89,HUESCA,HUESCA,EE
48.3,C,278,C,Local,Existente,1987,101.48,HUESCA,HUESCA,CC
29.9,D,142.2,E,Vivienda individual,Existente,2004,46.34,HUESCA,HUESCA,DE
23.5,C,138.9,D,Local,Existente,2006,44,HUESCA,HUESCA,CD
55,E,324.5,F,Vivienda individual,Existente,1970,58.85,HUESCA,HUESCA,EF
62.6,E,296.8,F,Vivienda individual,Existente,1970,54.21,HUESCA,HUESCA,EF
42.9,E,218.8,E,Vivienda individual,Existente,1987,91,HUESCA,HUESCA,EE
